username,screen_name,created_at,retweets,likes,cleaned_text,sentiment
Den🔨☾★,speedingjunkie,Fri Nov 22 05:34:10 +0000 2024,0,0,makanya jangan jadi wni dan mari tinggalkan kandang biawak ini sebelum dihujani dongfeng 5 dan musnah dari muka bumi kaburajadulu,positive
Rivaldi,Rivaldi_Afrians,Fri Nov 22 00:07:25 +0000 2024,0,0,nyuruh kaburajadulu tapi yang nyuruh kabur posisinya udah ada kerjaan yang nunggu lu mau nyuruh kita kabur pake modal nekad doang jadi gelandangan di negara orang yang ada kocak face with tears of joy,positive
Balalala~,SnowyID7,Thu Nov 21 20:50:49 +0000 2024,0,0,aaaaaa pengin ikutan hastag kaburajadulu loudly crying face loudly crying face oncoming fist oncoming fist,positive
Fernando,fernandosbp,Thu Nov 21 15:50:22 +0000 2024,0,0,baru punya hoodienya aja kesempatan untuk kaburajadulu belum ada,positive
ke·sa·yang·an,kesayangaaann,Thu Nov 21 15:18:49 +0000 2024,0,1,kena ppn 12 ngga kaburajadulu,positive
Dimple,feminamind,Thu Nov 21 15:10:38 +0000 2024,0,0,kak klo untuk background pendidikan ada kesempatannya ngga udh pengen bgt kaburajadulu tpi ngga tau gimana caranya,neutral
Banda 3.0 🪙⚜️,yapping_god,Thu Nov 21 11:37:34 +0000 2024,0,1,apakah mungkin apply ke jpn pake ijazah lulusan sma s1 ga lulus krn ga ada biaya tapi ada skill fs web dev om pengen kaburajadulu tapi insekyur kalo soal perijazahan ini padahal pengen perbaikin ekonomi sendiri dan keluarga,positive
Fadhil,fdmncfdmnc,Thu Nov 21 08:59:59 +0000 2024,0,1,emang harus kaburajadulu mas wkwkwk rolling on the floor laughing,positive
Prima プリマ 🦉,primawansatrio,Thu Nov 21 04:00:38 +0000 2024,269,3054,satu lagi kandidat kami yang sudah mendarat di bandara narita di minggu ini dan akan mulai kerja dengan perusahaan japan sebagai software engineer di awal desember nanti kamu kapan mau ikut kaburajadulu,neutral
meowMiGos,evil_notAHuman,Wed Nov 20 23:39:25 +0000 2024,0,0,semangat kak bisa yuk kaburajadulu versi scientist,negative
IG: diannafi,ummihasfa,Wed Nov 20 09:18:32 +0000 2024,0,0,sementara beberapa orang mengupayakan kaburajadulu eh malah yosh sudarso balik for good,positive
Didik,didikz,Wed Nov 20 08:27:00 +0000 2024,0,1,sebuah motivasi kaburajadulu yg agak laen,neutral
"It's me, Mutek",katamutek,Wed Nov 20 06:47:04 +0000 2024,0,0,punya rekening usd untuk persiapan kaburajadulu pinched fingers pinched fingers,positive
Pemain Squad akut,DSuryaN69,Wed Nov 20 06:40:35 +0000 2024,0,2,tetap yang penting kaburajadulu,positive
Sandhika Galih,sandhikagalih,Wed Nov 20 05:57:33 +0000 2024,4,60,wfa work from akihabara starstruck video masih dimasak berisi tips2 buat kalian yang mau kaburajadulu ke japan nantikan di channel youtube wpu,neutral
Hardy Rarso,hardyrarso,Wed Nov 20 05:38:33 +0000 2024,0,0,semakin hari semakin kaburajadulu,positive
Pribadi 🍉🔻⭕️ ⚡️,kakakamri,Wed Nov 20 01:27:11 +0000 2024,0,0,info terkini bagi peminat kaburajadulu,neutral
Hani | mageran.,rmdn_hani,Tue Nov 19 14:59:28 +0000 2024,0,0,saatnya kaburajadulu,positive
ファタン | fmgono.dev,fmgono,Tue Nov 19 12:42:22 +0000 2024,0,1,bole ga si liat berita tentang pemerintahan wakanda buat bahan bakar lebih semangat untuk kaburajadulu,positive
thebluecapfay 🍉,thebluecapfay,Tue Nov 19 11:31:15 +0000 2024,0,0,kena kutuk banget dah harus lahir di endonesah tapi jangan sedih teman tuhan selalu kasih kesempatan kita merubah nasib ayo kaburajadulu,negative
elena ferrante✨️,tehkamomil,Tue Nov 19 03:25:28 +0000 2024,0,0,makaciii loudly crying face loudly crying face huahhh mau bangettt udh sempet apply apply tapi kayaknya krn maksa masuk ke business industry jadinya sulit tembus yahh mau cari cara lain biar kaburajadulu,positive
ᛞᛖᚾᛁ ᛈᚢᛏᚱᚨ,vixtorious,Tue Nov 19 03:04:43 +0000 2024,0,0,keajaiban itu bernama kaburajadulu,positive
Yuds,duyduibudui,Tue Nov 19 02:30:54 +0000 2024,0,0,info forum expat kaburajadulu,positive
flower flower flower 🌸,meowiiin,Tue Nov 19 01:42:13 +0000 2024,0,0,semangaaat face holding back tears km ga mau kaburajadulu kah,negative
Mujianto S.Pd,moodjianto,Mon Nov 18 17:36:15 +0000 2024,0,0,udah hopeless aku sama negara ini yang penting kerja keras apapun hasilnya pasrah sama tuhan mau kaburajadulu juga aku masih mikir faktor lain,positive
𝒆𝒗𝒆,clovearts,Mon Nov 18 16:23:06 +0000 2024,0,1,tahun 2025 sudah menjadi bagian kaburajadulu to japan japan,positive
Haub Oggnam,HaubAkalam,Sun Nov 17 23:13:28 +0000 2024,0,0,solusinya apa untuk warga jkt area ya pindahmerantau ke tempat lain kaburajadulu suka tidak suka orang akan dihantam jaman jika tidak mau adaptasi apalagi di kota yg komoditinya hanya uang seluruh dunia bekerja seperti itu atasi root causenya jgn hanya cari kambing hitam,positive
Satya Fariz,satya_fariz,Sun Nov 17 16:10:22 +0000 2024,2,5,dengan naik nya pajak menjadi 12 seperti nya local job market bakal suram hingga beberapa tahun kedepan skull opsi nya menekuni pekerjaan informal kaburajadulu berdoa,positive
𝒆𝒗𝒆,clovearts,Sun Nov 17 10:57:37 +0000 2024,0,1,bismillah move to japan 2025 kaburajadulu,positive
Azka Hanifah 🌸,azkfemdev,Sat Nov 16 08:09:46 +0000 2024,40,460,temen2 yg udah kaburajadulu mau nanya dong adakah tips agar cvresume kita lolos screening amp lanjut ke tahap interview lalu apakah peluangnya lebih kecil untuk yg sama skali belum punya pengalaman kerja di ln,neutral
zaenal🍉🇵🇸,muttaqienzae,Fri Nov 15 22:18:29 +0000 2024,0,1,sudah setahap dalam perjalanan kaburajadulu udh ngaco parah ini pemerenta semoga plan ikut aziza kemana mana tercapai,positive
⠁⠝⠑,mengagetkan,Fri Nov 15 16:31:51 +0000 2024,0,0,oh sebentar lagi memikirkan apakah filams adalah keberhasilan kaburajadulu warga filipina,positive
. . . s o n n e e a a ~ 🦉🐧🍉,sonneeaa,Fri Nov 15 13:41:47 +0000 2024,0,0,better kaburajadulu untuk yang beneran niat punya anak,positive
Chausseestr.,Chausseest,Fri Nov 15 12:50:08 +0000 2024,5,45,abis dinner di tokyo with asyik banget kerjaan dia di product and design di rakuten di bagian ai incubation labnya gw selalu ngiklanin program latihan interview ama lu katanya tadi make me flattered kalau ada yg mau ngikut kaburajadulu bisa lo ikut program,negative
flower flower flower 🌸,meowiiin,Fri Nov 15 04:04:01 +0000 2024,0,0,makanya ada trend kaburajadulu pensive face,positive
技術統括役員,gitech64,Fri Nov 15 03:08:04 +0000 2024,0,0,loker denmark here we go dikit lagi berhasil kaburajadulu,negative
dieka koes 🍉🍉🍉🍉,dieka2501,Thu Nov 14 09:36:46 +0000 2024,0,0,ini menarik sih siapa tahu selamat dari perang malah jadi aktivis kaburajadulu,positive
rea 🍉,moshmoshiy,Thu Nov 14 07:06:40 +0000 2024,0,0,gimana mau jadi sdm berkualitas udah disuruh usaha sendiri eh malah disusahin iya nih emang paling bener kaburajadulu mencintai negara sendiri dari jauh smiling face with tear,positive
Sistha,sisthaaaaa,Thu Nov 14 06:59:29 +0000 2024,1,2,memang paling bener kaburajadulu pensive face,positive
yoo🍉,riodpp,Wed Nov 13 23:14:11 +0000 2024,0,1,kalau baca ini apakah negaranegara di europe masih jadi tempat yang bagus buat kaburajadulu,positive
Fasih | Kelas Bahasa Jepang Online,kelasfasih,Wed Nov 13 06:01:27 +0000 2024,1,7,eits sertifikat jlpt bukan jaminan gak ngangngong waktu ngomong bahasa jepang woman gesturing no terapin tips ini biar kaiwa kamu selancar jalan tol nail polish pejuang kaburajadulu wajib simak writing hand a thread,neutral
Ricky,givemeoffe53665,Tue Nov 12 10:49:05 +0000 2024,0,0,untuk univnya yang medioker dan nonreputable kayak ui dan top 5 univ di indo lainnya harus sangat kerja keras untuk kaburajadulu seperti yg ak lakukan skrg,positive
Den🔨☾★,speedingjunkie,Tue Nov 12 07:26:57 +0000 2024,0,0,manifesting bisa kaburajadulu,positive
gtttwt,gtttwt,Tue Nov 12 07:00:50 +0000 2024,0,5,wah yg pertama menarik bgt tp butuh 8 thn pengalaman saatnya memperdalam ilmu biar bisa kaburajadulu,neutral
アイル🍉,__airu___,Mon Nov 11 11:56:19 +0000 2024,21,333,2024 so far start my first job as software engineer in japan japan kaburajadulu mulai aktif main twitter connect sama banyak orang keren yang tweetnya sering lewat di timeline sparkles beli kamera dan memulai hobi fotografi camera with flash beberapa kali hit tweet face with tears of joy quarter life crisis,negative
Haub Oggnam,HaubAkalam,Mon Nov 11 09:25:10 +0000 2024,0,0,kaburajadulu ke jepang,positive
gg,gg_02022020,Mon Nov 11 07:17:16 +0000 2024,1,2,mumpung bulan awarness islamophobia i would like to write sparkles kalau lo orang yg kayak gini please jgn ngide kaburajadulu ya belajar dulu toleransi yg benar apalagi kabur ke negeri orang yg notabene agama dan sosialnya yg lo benci kalau lo benci ngapain migran ke sana,positive
Pikishu,vickyfarhan95,Mon Nov 11 06:25:46 +0000 2024,0,1,udah baca semua ada pilihannya nih dm buat kepo kirim latest cv ke email share ke temen kalian yg lagi cari kaburajadulu oke ditunggu yah,neutral
Raihan 🇵🇸,investekor,Mon Nov 11 01:33:38 +0000 2024,5,39,2024 ku sejauh ini alhamdulillah bisa kaburajadulu ke australia got my first job dapet gaji yg sangat alhamdulillah bisa kenalan sama banyak orang baru,negative
haritsahm,haritsahmukhlis,Sun Nov 10 14:56:31 +0000 2024,2,35,sejauh ini di 2024 kerja remote ajak temen buat kaburajadulu buy things for rnd and personal development networking dengan orang2 baru travelling liburan sambil kerja cicil side project buat belajar dan update portofolio ga kelar kelar padahal listnya banyak smiling face with tear,negative
Z O G I K,zogik_,Sun Nov 10 12:21:13 +0000 2024,0,2,tuh review dari seorang diaspora emang udah saatnya kaburajadulu,positive
shimmy2lolibop🍭jjingjjingpingpinghiggukbueng,rorippe,Sun Nov 10 10:23:11 +0000 2024,0,0,ada loker ga lae tired face bagian narikin hepeng bisa lah aku kaburajadulu,positive
Clair 光,lynxluna,Sun Nov 10 07:43:18 +0000 2024,2,12,if you find at the right place you will find it bahkan di ranah webdev trade mark pun kalau ga ya katanya pengen kaburajadulu biar tambah daftar negara yang bisa didatangi misalnya ke tempatnya wkwk tapi lagilagi semua wasweswos di atas ya ini tetep right arrow curving down,neutral
Kucing Pisang,buletbuletkecil,Sun Nov 10 05:52:35 +0000 2024,0,0,ini cheat sheet buat kaburajadulu jangan sampai malah salah pilih tempat kabur rolling on the floor laughing staring at german rolling on the floor laughing,positive
Giri Kuncoro,girikuncoro,Sun Nov 10 03:41:04 +0000 2024,0,0,lets go kaburajadulu ke finland juga boleh,neutral
Yudhi Satrio 🍉,iSatrio,Sun Nov 10 01:01:31 +0000 2024,0,2,kayaknya kaburajadulu jadi lebih mudah,positive
Hani | mageran.,rmdn_hani,Sat Nov 09 18:31:25 +0000 2024,5,34,saatnya apply job berdoa demi kemudahan mencari rumah karena sudah kaburajadulu,positive
SoLevlif (✧ᴗ✧),solevlif,Sat Nov 09 13:43:38 +0000 2024,0,0,belajar bahasa jepang soalnya punya rencana 2025 udah kerja di jepang kaburajadulu,positive
Arie,Adtarie,Sat Nov 09 13:30:43 +0000 2024,0,1,ok berarti kaburajadulu 23 tahun buat haji trus balik pulangwkwkwk,positive
Nistisywilin,nistirsyiwilin,Sat Nov 09 10:13:37 +0000 2024,0,0,skuy liberal us bikin taggar kaburajadulu skuy,positive
Haub Oggnam,HaubAkalam,Sat Nov 09 03:32:40 +0000 2024,1,1,krn itu kaburajadulu itu winwin buat semua,positive
( acang ),acan9,Sat Nov 09 01:11:37 +0000 2024,0,0,naikin hashtag kaburajadulu kali lama2 pada pindah ke afrika semua pulang kampung grinning face with sweat l,positive
Pradita Utama,praditautama,Fri Nov 08 23:39:18 +0000 2024,0,0,iya harus ada lte nya jam gw lte cuma gak ada esim yang support disini watch ultra 2 2024 yang kemarin launch di ibox itu kali aja bisa kaburajadulu biar bisa rasain applepay di jam rolling on the floor laughing,positive
dnruv,orfetaum,Thu Nov 07 14:47:23 +0000 2024,0,0,katanya mau kaburajadulu tapi tadi nyanyi indonesia raya mataku mrabang loudly crying face,positive
Haub Oggnam,HaubAkalam,Thu Nov 07 14:28:32 +0000 2024,0,0,kaburajadulu kemana inj ya ke microsoft pokoknya,positive
Chloé,ChloePerrier,Thu Nov 07 14:13:12 +0000 2024,0,1,kok bisa sama ya fenomenanya dari trump joget2 jd vance dulu jg ngatain trump pake gaya2 analog horor gini sampe gerakan kaburajadulu,positive
Dimas Anggoro,DimasAnggor0,Thu Nov 07 10:08:02 +0000 2024,0,1,targetnya level up kemudian kaburajadulu ngikuti jejak mas amp mas beaming face with smiling eyes,positive
alfaridi,alfaridi,Thu Nov 07 01:46:45 +0000 2024,0,5,mangkanya masih heran kalo kaburajadulu tapi ngajaknya ke us like seriously downgrade,positive
Haub Oggnam,HaubAkalam,Wed Nov 06 22:27:22 +0000 2024,0,0,kaburajadulu ke prancis,positive
Chernenko Panjaitan | Agen Asuransi Murni,asmurcom,Wed Nov 06 21:58:39 +0000 2024,0,0,2024 nih coyyyyyy biar bisa ikutan kaburajadulu,positive
Chloé,ChloePerrier,Wed Nov 06 19:53:10 +0000 2024,0,1,wakakakakak sama persis kayak kita yang kaburajadulu face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy tukeran warga aja apa gimana nih,positive
Magdalena Trivina,magdalenatrivin,Wed Nov 06 16:01:29 +0000 2024,0,0,masih ingat tahun 2014 jkw memulai kabinetnya katanya mau mengajak diaspora ina pulang contohnya yg dulu rame mentri arcandra tahar skrg 2024 di x ada anak2 aliran kaburajadulu ironi,positive
elrizwiraswara,elrizwiraswara,Wed Nov 06 15:20:10 +0000 2024,0,0,waduh bisa jadi ticket buat kaburajadulu grinning face with sweat,positive
:),Outstandjing,Wed Nov 06 13:03:45 +0000 2024,4,18,temantemanku langsung bikin cv sama cover letter cari kerja di luar kaburajadulu,negative
Ilham🍉,ilhamnurfajar,Wed Nov 06 12:51:48 +0000 2024,0,4,sebuah info kaburajadulu kerja di kix osaka visa gijinkoku gaji sekitar 200k subsidi tempat tinggal buat yang masih single boleh ni eyes interview offline di jakarta gaes bulan depan yang berminat bisa langsung ke atau dm ke ig kapanjepan ya,neutral
👾,bukanpejabad,Wed Nov 06 11:25:58 +0000 2024,0,0,lumayanlah dapet insight buat kaburajadulu,neutral
555555,XXPENTAGONXX,Wed Nov 06 06:46:20 +0000 2024,0,0,orang gila mana yang sudah ditawarin ke luar negeri dimana sekarang gerakan kaburajadulu lagi tinggi tingginya eh malah menolak orang2 setengah mati nyari jalan berkarir ke australia dia malah menolakk gila gw aja panas dengerinnya wkwkwk,positive
Rangga Saputra,rsapu7ra,Wed Nov 06 02:44:34 +0000 2024,0,0,kaburajadulu jalur apbn sudah diresmikan kalian mau nunggu apalagi,neutral
Çäthölistiç,twtbyrindu,Wed Nov 06 02:08:59 +0000 2024,0,0,satu jalur lagi buat yg mau kaburajadulu,neutral
Gilang Mentari Hamidy ❌,GilangHamidy,Wed Nov 06 00:50:14 +0000 2024,0,1,biaya hidup per bulan minimal 1000 jadi modalnya kurang lebih 15000 lah sekalian habis itu sambil lamar kerjaan demi program kaburajadulu grinning squinting face sayangnya sulit kemungkinan disambi kerja karena student job di belgia termasuk terbatas kecuali bisa bahasa prancisbelanda,neutral
Chernenko Panjaitan | Agen Asuransi Murni,asmurcom,Tue Nov 05 23:13:01 +0000 2024,0,0,kalo gak bisa tech minimal jadi agen asuransi serving people yang punya uang setelah kemarin gw dapet klien dari israel sekarang dari united kingdom kaburajadulu tapi living costnya kabupaten loudly crying face,positive
Ridwan Aditama | 🇮🇩 in 🇳🇴,ridwanadit,Tue Nov 05 13:47:13 +0000 2024,0,3,kalikali ada yang mau kaburajadulu ke norway,neutral
Riza Rohman,ritarodeh,Tue Nov 05 13:12:53 +0000 2024,0,0,yok2 yang mau kaburajadulu,neutral
snoopy,bincangurban,Tue Nov 05 12:40:12 +0000 2024,0,11,ini beda ya dgn kalo ada orang lagi berusaha kaburajadulu trs elu quotetweetno mention di sini nggak semudah itu lho face holding back tears nggak ada pembantu face holding back tears kangen tukang bakso face holding back tears atau emangnya negara lain mau nerima elu gue cm lagi cerita hidup gue yg ajaib dan minta solusi kl punya disappointed face,positive
Asep Bagja 🍍,bepituLaz,Tue Nov 05 08:16:26 +0000 2024,0,6,wqwq facebook memory jalanjalan aja dulu sambil ngunjungin teman tahun 2017 lalu manifesting buat kaburajadulu,positive
Baqir,baqir5758,Tue Nov 05 07:26:24 +0000 2024,0,3,submitted ikhtiar untuk kaburajadulu,positive
A. W. P. 🇵🇸,adith_wp,Mon Nov 04 16:24:31 +0000 2024,0,1,saya man gesturing ok light skin tone yok kapan siap kaburajadulu,negative
Denu🌹🍙🧜‍♀️,DeNu1012,Mon Nov 04 15:53:28 +0000 2024,0,0,kl bayaran nya upgrade gimana masa nolak kaburajadulu,positive
SM Iqbal / Ivo (same thing),ivokun,Mon Nov 04 13:34:55 +0000 2024,0,10,semuanya yg berhasil pasti survivorship bias tapi gpp ambil yang bisa diterapkan masingmasing sesuai value yang dianut ttd dari orang yg nikahnya sebelum wisuda juga dengan hutang demi kaburajadulu folded hands,positive
nomad,axeleric,Mon Nov 04 08:05:11 +0000 2024,0,0,yok beasiswa erasmus lagi buka tanpa kewajiban ulang kaburajadulu,neutral
Haub Oggnam,HaubAkalam,Mon Nov 04 05:06:11 +0000 2024,2,1,kaburajadulu ke us,positive
Abng Catowl Apa Su'eb,abang_aul,Mon Nov 04 02:57:35 +0000 2024,5,42,terus ada yang comment cab mentality lah bego wkwkwkwk padahal gw ngedorong semua temen gw buat kaburajadulu dalam konteks nyari pengalaman dan duit baru kabur tanpa pake pajak rakyat,positive
하르데파 🍉,nox_luciferion,Sun Nov 03 18:24:29 +0000 2024,0,0,mari kita usahakan struggle beli beras saat sedang bersalju itu semoga bisa segera kaburajadulu,negative
nomad,axeleric,Sun Nov 03 08:57:59 +0000 2024,0,1,sekalian kaburajadulu,positive
SM Iqbal / Ivo (same thing),ivokun,Sun Nov 03 08:03:24 +0000 2024,0,0,berkaitan kaburajadulu pasti,positive
A. W. P. 🇵🇸,adith_wp,Sun Nov 03 07:05:34 +0000 2024,0,0,kapan kaburajadulu nya eh btw barakallah pak,negative
Zakka Fauzan,zakkafm,Sat Nov 02 15:29:36 +0000 2024,1,11,dulu sekitar 56 tahun lalu saya pernah dapet kesempatan buat kaburajadulu tapi batal karena mikirin terlalu jauh ama keluarga esp my and wifes parents penasaran ama yang udah sukses kabur dan berkarir di negeri orang gimana caranya cope with that,positive
Ghozy Ul-Haq,ghozyulhaq,Sat Nov 02 13:30:20 +0000 2024,0,2,mungkin perlu ada skema baru ya mas mekanisme kayak gitu baru dituainya 2025 tahun ke depan sulit dipegang komitmen dan diukur outputnya bener bangun karir dan pas pulang bawa benefit atau jadi oportunis buat kaburajadulu pakai uang pajak,positive
ヒルさん🇵🇸🍉,hirohiiru,Sat Nov 02 10:47:11 +0000 2024,0,2,misi kita 1 guys stay survive until ada kesempatan untuk kabur kaburajadulu,negative
A. W. P. 🇵🇸,adith_wp,Sat Nov 02 01:33:46 +0000 2024,1,50,perbandingan yang sangat apple to apple tapi emojinya gini red apple to green apple kissing face tapi buat inti lain dari tweetnya soal do good for the country saya setuju thumbs up light skin tone makanya kaburajadulu kayak para pemuda alkahfi head shaking vertically,positive
Rangga Saputra,rsapu7ra,Sat Nov 02 00:57:12 +0000 2024,0,5,kaburajadulu jalur apbn,positive
ファタン | fmgono.dev,fmgono,Sat Nov 02 00:23:10 +0000 2024,1,9,gov wakanda keep going jadilah bahan bakar masyarakat agar lebih terpacu untuk kaburajadulu karena negeri wakanda ini memangsudahsangat sulit untuk diselamatkan,positive
𝕏 - Mas El,eltrovert,Fri Nov 01 08:33:54 +0000 2024,0,1,menunggu sharing session cara dapatin scholarshipnya biar kaburajadulu nya bisa nular,negative
𝕏 Lawliet 𝕏 🇵🇸,evilzeda,Fri Nov 01 03:29:39 +0000 2024,0,1,same here mas smiling face with tear kuatin aja buat sekarang dan semoga ada opportunity nyangkut buat kaburajadulu,negative
ans,ans4175,Fri Nov 01 01:24:42 +0000 2024,0,1,migrasi kaburajadulu gitu pak,positive
 wan,jemurhanduk,Fri Nov 01 01:12:15 +0000 2024,0,0,semoga suatu saat bisa merealisasikan kaburajadulu,neutral
lala,samoodraa,Wed Oct 30 10:36:33 +0000 2024,0,0,ayo kita usahakan kaburajadulu secepatnya,negative
𝙑𝙊𝙔𝘼𝙂𝙀𝙍🕊️,perlubakwan,Wed Oct 30 09:36:11 +0000 2024,1,7,emg brain drain perlahan pasti bakal terjadi kok orang2 pinter yg masih punya idealisme integritas amp nyadar dgn keadaan bangsa bakal ngelakuin apa yg lu maksud skull eyes kaburajadulu,positive
Nicko Valentino,NickoValentino,Wed Oct 30 09:01:01 +0000 2024,0,1,jangan di indonesia kaburajadulu,positive
fast,vigotweets,Wed Oct 30 06:20:39 +0000 2024,0,0,hahahahahaah inilah alasan aku ingin kaburajadulu bismillah ya allah singapore atau kl ya allah face holding back tears face holding back tears,positive
Sumarsono Sudarto,Maskulinitas_ID,Wed Oct 30 05:30:20 +0000 2024,0,0,sejak saya kaburajadulu pemudi jadi mengidolakan saya,positive
Giri Kuncoro,girikuncoro,Wed Oct 30 05:03:01 +0000 2024,0,3,keadaan mana yang berat pak face with tears of joy sampe sebelum pemilu 2024 sama spiritnya abis itu menyerah dan memilih kaburajadulu,positive
A. W. P. 🇵🇸,adith_wp,Wed Oct 30 04:12:41 +0000 2024,0,2,kalo saya kaburajadulu semenjak sudah tidak jadi pemuda lagi eh,positive
Fel,lysafcad,Wed Oct 30 01:15:46 +0000 2024,0,1,bukannya gimana2 sih tapi bapak itu kena kasus hampir sedekade yang lalu padahal di depan mata ada kasus yang jelas2 masih ada rasanya side eye to cabinet jadi makin hopeless saatnya kaburajadulu moment,positive
Coco ⭐⭐⭐ 🍉🍉,id_c375,Tue Oct 29 20:13:52 +0000 2024,0,0,beneran cari jalan buat kaburajadulu apa ya makin g karuan ni negara y ampun,positive
awanama 🍉,avvanama,Tue Oct 29 19:45:14 +0000 2024,0,0,kita bisa kaburajadulu,positive
Alpha Lima India Foxtrot,alipflip,Tue Oct 29 13:22:26 +0000 2024,0,0,semoga bisa kaburajadulu terus,positive
FλL-D1 | Ningen (人間) 🍉,F2aldi,Tue Oct 29 10:41:42 +0000 2024,0,0,nah makanya emang harus kaburajadulu loudly crying face,positive
Pradita Utama,praditautama,Tue Oct 29 07:24:42 +0000 2024,0,2,iya lagi proses kaburajadulu kali aja bisa meet up disana,neutral
SM Iqbal / Ivo (same thing),ivokun,Tue Oct 29 07:16:37 +0000 2024,0,1,oh ini disurub kaburajadulu,positive
sara,drifted_island,Mon Oct 28 13:10:38 +0000 2024,0,0,kemarin kakakku blg gini sih dek kamu gamau cari pasangan org jepang aja mungkin bisa dipertimbangkan kaburajadulu,neutral
Bae,arahoy,Mon Oct 28 12:28:18 +0000 2024,0,0,2025 pada yakin mau kaburajadulu nya ke jerman ini mah loudly crying face folded hands light skin tone,positive
Asep Bagja 🍍,bepituLaz,Mon Oct 28 11:24:02 +0000 2024,0,0,wah masih kaburajadulu atau udah,positive
Arifiansyah,roti_lipat,Mon Oct 28 04:33:17 +0000 2024,0,0,keknya emg perlu kaburajadulu,positive
Ardian,rdnpradipta,Mon Oct 28 04:21:43 +0000 2024,1,6,ya memank dunia tidak adil dulu ada junior raiso coding dapat 10yuta saya kerja 2tahun dapat 67 wkwkwk ditambah calon employer baru lowball kita cuma bisa kasih 20 increment dari skrg jalannya ya grinding dulu terus kaburajadulu,positive
ANinoM_M54_B48,sicupuh,Sun Oct 27 22:11:57 +0000 2024,0,2,buat yang mau kaburajadulu wkwkwk,neutral
haha,_fxxxsociety_,Sun Oct 27 15:26:28 +0000 2024,0,0,kk ada kerjaan related database administrator atau it infra kah di kantornya ku skrg di salah satu perusahaan telco terbesar di indo kepikiran buat kaburajadulu,neutral
Attack! Attack! Attack!,thundervsearth,Sun Oct 27 14:28:46 +0000 2024,0,1,semoga bisa secepatnya jadi bagian kaburajadulu rolling on the floor laughing,positive
ハニー,hanfa13,Sun Oct 27 14:17:42 +0000 2024,0,0,kaburajadulu ke jepang folded hands,positive
Sistha,sisthaaaaa,Sun Oct 27 10:51:26 +0000 2024,54,722,mungkin bisa jadi pertimbangan buat tementemen yang tertarik untuk kaburajadulu mulai fokus belajar bahasa asing yang native speakernya jarang bisa berbahasa inggris kalau udah fluent bahasa tsb fluent en juga kesempatan untuk diliriknya makin besar,positive
Fasih | Kelas Bahasa Jepang Online,kelasfasih,Sun Oct 27 04:04:28 +0000 2024,4,13,bukan cv ats ini format cv yang bisa bantu kamu dapat kerja di jepang pejuang kaburajadulu wajib simak woman technologist a thread,neutral
Haub Oggnam,HaubAkalam,Sat Oct 26 15:17:36 +0000 2024,3,4,kaburajadulu ke kanada seenoevil monkey,positive
gongzhu,lightrnprincess,Sat Oct 26 15:17:09 +0000 2024,0,0,memang udah saatnya serius belajar bahasa asing buat ikutan kaburajadulu dari pada harus menghadapi situasi kaya gini selama masih hidup,positive
Riza Rohman,ritarodeh,Sat Oct 26 13:11:11 +0000 2024,0,0,enak anda bisa ketawa2 di sana minimal vibes kaburajadulu nya dpt lha kami yang disini relieved face gaji 3digit pun kayaknya ga bs meredam kegemesan liat tingkah polah kabinet fufufafa 5thn kedepan,positive
𝕏 - Mas El,eltrovert,Sat Oct 26 09:08:31 +0000 2024,1,7,info doa versi kaburajadulu nya mas,neutral
koldigoreng,sesakdisempak,Sat Oct 26 03:51:02 +0000 2024,0,0,teteh teteh pagi pagi kl ud ngomel serem kaburajadulu,positive
fast,vigotweets,Fri Oct 25 19:39:19 +0000 2024,0,0,kalo gue udah capek bg tar kita komen trus balesnya template anak abah ga diajak winking face with tongue yaudah tolol gue lepas jg ni wni lama lama kaburajadulu,positive
A. W. P. 🇵🇸,adith_wp,Fri Oct 25 13:16:19 +0000 2024,0,1,ya buat apa kaburajadulu kok bukan ke money bag money bag hand with index finger and thumb crossed yang lebih baik eh,positive
LEDY,ledyanafitriani,Fri Oct 25 12:34:28 +0000 2024,0,0,udah bisa join kaburajadulu,neutral
🍇,calminhee,Fri Oct 25 09:52:22 +0000 2024,0,0,mari kaburajadulu,positive
IG: diannafi,ummihasfa,Fri Oct 25 07:11:33 +0000 2024,0,0,kalau diingat2 lagi dulu sempat juga kepikiran kaburajadulu pas awal2 jadi single mom dan hidup terasa berat kepikiran jadi tkw di arab bayarannya gedhe tapi terus tahu2 allah kasih jalan jadi penulis etc etc,positive
busmalam88,busmalam88,Fri Oct 25 01:40:10 +0000 2024,0,0,kalau kaburajadulu nya buka usaha sendiri di jepang terbuka gak kesempatannya kak,positive
Apis.,hafizhhpk,Thu Oct 24 15:40:08 +0000 2024,0,0,intern oil amp gas training specialist iya jd hr loudly crying face kerjaan 1 global company tp msh di indo electrical engineering kerjaan 2 startup logistik pm kerjaan 3 startup plat merah pm kerjaan 4 established company pm next overseas di ln kali y biar bs kaburajadulu,positive
indd ㅇㅇ,phokyuki,Thu Oct 24 12:12:13 +0000 2024,0,1,gue jadi pengen share lowongan kaburajadulu tp ke negara sea bukan judol of course gajinya mayan bngt gak kalah sama negara asia timur tp syaratnya bisa bahasa inggris sama mandarin since beberapa kali gue interview sama mereka jadi kek pengen share aja loudly crying face loudly crying face loudly crying face,positive
